module	name	pathway group	Algiphilus_aromaticivorans_DG1253_APAlg.faa.ko	Algiphilus_sp_SW459_GCF_023145115.1.faa.ko	Arenibacter_algicola_GCF_002234495.1.faa.ko	Arenibacter_algicola_GCF_006789585.1.faa.ko	Arenibacter_algicola_GCF_018860365.1.faa.ko	Arenibacter_algicola_TG409_APAre.faa.ko	Arenibacter_echinorum_GCF_003259375.1.faa.ko	Arenibacter_sp_NBRC_GCF_001748465.2.faa.ko	Halomonas_alkaliantarctica_GCF_029854215.1.faa.ko	Halomonas_hibernica_GCF_013183775.1.faa.ko	Halomonas_sp._TG39a_APHal.faa.ko	Halomonas_ventosae_GCF_002257525.1.faa.ko	Halomonas_ventosae_GCF_004363555.1.faa.ko	Marinobacter_algicola_DG893_GCF_000170835.1.faa.ko	Marinobacter_salarius_GCF_000831005.1.faa.ko	Marinobacter_salarius_GCF_002116735.1.faa.ko	Marinobacter_salarius_GCF_003986605.1.faa.ko	Marinobacter_sediminicola_GCF_031157525.1.faa.ko	Marinobacter_sp_strain_MCTG268_APMar.faa.ko	Marinobacter_xiaoshiensis_GCF_031631795.1.faa.ko	Oceanicola_granulosus_HTCC2516_GCF_000153305.1.faa.ko	Oceanicola_sp._D3_GCF_006351965.1.faa.ko	Oceanicola_sp_MCTG1561a_APOce.faa.ko	Porticoccus_hydrocarbonoclasticus_MCTG13d_APPor.faa.ko	Porticoccus_litoralis_GCF_030676955.1.faa.ko	Roseovarius_indicus_GCF_008728195.1.faa.ko	Roseovarius_mucosus_DSM_17069_GCF_000768555.3.faa.ko	Roseovarius_nanhaiticus_GCF_900156535.1.faa.ko	Roseovarius_sp_217_GCF_000152845.1.faa.ko	Roseovarius_sp_GCF_018066915.1.faa.ko	Roseovarius_sp_MCTG1562b_APRos.faa.ko
M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430	Cofactor and vitamin metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	12.5	0.0	0.0
M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Cofactor and vitamin metabolism	16.67	16.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0.0	33.33	33.33	33.33	0.0	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33
M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Cofactor and vitamin metabolism	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	16.67	33.33	33.33	16.67	33.33	33.33	33.33	16.67	33.33	33.33	50.0	33.33	33.33	33.33	33.33	33.33	33.33
M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4	Cofactor and vitamin metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0
M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Cofactor and vitamin metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0
M00846	Siroheme biosynthesis, glutamate => siroheme	Cofactor and vitamin metabolism	28.57	14.29	28.57	28.57	28.57	28.57	28.57	28.57	14.29	14.29	14.29	14.29	14.29	14.29	0.0	14.29	14.29	14.29	14.29	14.29	28.57	0.0	28.57	14.29	71.43	28.57	28.57	28.57	28.57	28.57	28.57
M00847	Heme biosynthesis, archaea, siroheme => heme	Cofactor and vitamin metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	33.33	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00868	Heme biosynthesis, animals and fungi, glycine => heme	Cofactor and vitamin metabolism	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	25.0	25.0	25.0	12.5	62.5	25.0	25.0	25.0	25.0	25.0	25.0
M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Cofactor and vitamin metabolism	75.0	75.0	60.0	40.0	60.0	60.0	60.0	60.0	100.0	80.0	100.0	100.0	100.0	80.0	80.0	80.0	80.0	100.0	80.0	80.0	100.0	100.0	100.0	80.0	80.0	100.0	80.0	100.0	100.0	100.0	100.0
M00017	Methionine biosynthesis, apartate => homoserine => methionine	Cysteine and methionine metabolism	57.14	71.43	57.14	57.14	57.14	57.14	57.14	57.14	57.14	57.14	57.14	57.14	71.43	71.43	57.14	71.43	71.43	71.43	71.43	71.43	57.14	71.43	71.43	57.14	57.14	71.43	57.14	57.14	71.43	57.14	57.14
M00021	Cysteine biosynthesis, serine => cysteine	Cysteine and methionine metabolism	50.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00034	Methionine salvage pathway	Cysteine and methionine metabolism	50.0	50.0	25.0	25.0	12.5	30.0	25.0	30.0	12.5	54.55	54.55	54.55	12.5	50.0	50.0	50.0	50.0	12.5	50.0	50.0	45.45	25.0	25.0	25.0	30.0	30.0	30.0	25.0	30.0	25.0	30.0
M00035	Methionine degradation	Cysteine and methionine metabolism	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	25.0	25.0	25.0	25.0	50.0	50.0	25.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	Cysteine and methionine metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00368	Ethylene biosynthesis, methionine => ethylene	Cysteine and methionine metabolism	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	66.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33
M00609	Cysteine biosynthesis, methionine => cysteine	Cysteine and methionine metabolism	16.67	16.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	16.67	33.33	33.33	50.0	33.33	50.0	33.33	33.33	16.67	16.67	16.67	33.33	33.33	33.33	33.33	33.33	33.33
M00625	Methicillin resistance	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00627	beta-Lactam resistance, Bla system	Drug resistance	0.0	0.0	33.33	33.33	33.33	33.33	33.33	33.33	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00639	Multidrug resistance, efflux pump MexCD-OprJ	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.67	0.0	0.0	0.0	16.67	33.33	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.67	0.0	0.0	0.0	0.0	0.0	0.0
M00641	Multidrug resistance, efflux pump MexEF-OprN	Drug resistance	0.0	16.67	16.67	16.67	16.67	0.0	0.0	16.67	0.0	0.0	0.0	0.0	0.0	16.67	16.67	16.67	16.67	0.0	16.67	0.0	0.0	0.0	0.0	16.67	0.0	0.0	16.67	0.0	0.0	0.0	0.0
M00642	Multidrug resistance, efflux pump MexJK-OprM	Drug resistance	16.67	0.0	0.0	0.0	0.0	0.0	16.67	0.0	0.0	16.67	0.0	0.0	0.0	16.67	33.33	0.0	16.67	16.67	0.0	0.0	0.0	33.33	0.0	0.0	0.0	16.67	16.67	16.67	16.67	16.67	16.67
M00643	Multidrug resistance, efflux pump MexXY-OprM	Drug resistance	16.67	0.0	0.0	0.0	16.67	16.67	33.33	16.67	16.67	16.67	16.67	16.67	0.0	0.0	33.33	0.0	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00649	Multidrug resistance, efflux pump AdeABC	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	33.33	0.0	0.0	33.33	33.33	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00651	Vancomycin resistance, D-Ala-D-Lac type	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.57	0.0	28.57	28.57	28.57	28.57	28.57	14.29	14.29	28.57	14.29	14.29	0.0	14.29	14.29	0.0	14.29	14.29	0.0	0.0	0.0	14.29	14.29
M00652	Vancomycin resistance, D-Ala-D-Ser type	Drug resistance	0.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	20.0	20.0	20.0	0.0	0.0	20.0	0.0	20.0	20.0	0.0	20.0	20.0	20.0	0.0	0.0	0.0	0.0	20.0
M00696	Multidrug resistance, efflux pump AcrEF-TolC	Drug resistance	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	33.33	16.67	0.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	0.0
M00697	Multidrug resistance, efflux pump MdtEF-TolC	Drug resistance	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	0.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	0.0
M00698	Multidrug resistance, efflux pump BpeEF-OprC	Drug resistance	16.67	66.67	16.67	16.67	0.0	16.67	16.67	16.67	66.67	50.0	0.0	0.0	50.0	50.0	16.67	50.0	0.0	50.0	50.0	50.0	50.0	0.0	50.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0
M00700	Multidrug resistance, efflux pump AbcA	Drug resistance	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0
M00702	Multidrug resistance, efflux pump NorB	Drug resistance	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0
M00704	Tetracycline resistance, efflux pump Tet38	Drug resistance	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0
M00705	Multidrug resistance, efflux pump MepA	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	50.0	0.0	0.0	50.0	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00714	Multidrug resistance, efflux pump QacA	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	50.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00718	Multidrug resistance, efflux pump MexAB-OprM	Drug resistance	33.33	16.67	0.0	0.0	0.0	0.0	16.67	0.0	0.0	16.67	0.0	0.0	0.0	0.0	33.33	0.0	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00726	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	33.33	33.33	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00730	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00744	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00745	Imipenem resistance, repression of porin OprD	Drug resistance	0.0	0.0	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0.0	0.0	33.33	0.0	33.33	0.0	0.0	33.33	0.0	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0.0	33.33	33.33	33.33	33.33
M00746	Multidrug resistance, repression of porin OmpF	Drug resistance	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00769	Multidrug resistance, efflux pump MexPQ-OpmE	Drug resistance	0.0	0.0	11.11	0.0	11.11	0.0	11.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.11	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	11.11	11.11	0.0	0.0	11.11	0.0
M00851	Carbapenem resistance	Drug resistance	100.0	0.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00824	9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core	Enediyne biosynthesis	56.25	56.25	6.25	6.25	6.25	6.25	6.25	6.25	0.0	6.25	0.0	0.0	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	6.25	6.25	0.0	0.0	6.25	0.0	0.0	0.0	0.0	0.0
M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core	Enediyne biosynthesis	57.14	57.14	7.14	7.14	14.29	7.14	7.14	7.14	7.14	7.14	7.14	7.14	7.14	7.14	0.0	14.29	0.0	14.29	7.14	7.14	0.0	0.0	7.14	14.29	14.29	7.14	7.14	7.14	7.14	7.14	7.14
M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA	Enediyne biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP	Enediyne biosynthesis	16.67	0.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.67	0.0	16.67	0.0	0.0	16.67	16.67	16.67	16.67	16.67	16.67
M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP	Enediyne biosynthesis	25.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	25.0	0.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0
M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA	Enediyne biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA	Enediyne biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA	Enediyne biosynthesis	0.0	0.0	20.0	20.0	0.0	20.0	0.0	20.0	0.0	0.0	20.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	20.0	20.0	20.0	0.0	0.0	0.0	0.0	40.0	0.0	40.0	20.0
M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP	Enediyne biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin	Enediyne biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP	Enediyne biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00082	Fatty acid biosynthesis, initiation	Fatty acid metabolism	25.0	50.0	25.0	25.0	25.0	25.0	25.0	25.0	50.0	50.0	50.0	50.0	50.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	50.0	50.0	50.0	25.0	50.0	44.44	25.0
M00083	Fatty acid biosynthesis, elongation	Fatty acid metabolism	50.0	50.0	75.0	75.0	75.0	75.0	75.0	75.0	50.0	50.0	75.0	75.0	75.0	50.0	50.0	50.0	50.0	25.0	50.0	50.0	50.0	25.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00085	Fatty acid elongation in mitochondria	Fatty acid metabolism	66.67	66.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	66.67	33.33	33.33	33.33	66.67	66.67	66.67	66.67	0.0	66.67	66.67	0.0	0.0	33.33	0.0	66.67	66.67	33.33	33.33	33.33	33.33	0.0
M00086	beta-Oxidation, acyl-CoA synthesis	Fatty acid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00087	beta-Oxidation	Fatty acid metabolism	66.67	100.0	75.0	50.0	50.0	75.0	50.0	75.0	33.33	33.33	66.67	66.67	33.33	66.67	100.0	66.67	66.67	100.0	66.67	100.0	100.0	66.67	33.33	66.67	66.67	100.0	66.67	66.67	66.67	66.67	33.33
M00415	Fatty acid elongation in endoplasmic reticulum	Fatty acid metabolism	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	0.0	25.0	25.0	25.0	0.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0
M00861	beta-Oxidation, peroxisome, VLCFA	Fatty acid metabolism	33.33	66.67	0.0	0.0	0.0	0.0	0.0	0.0	66.67	33.33	66.67	66.67	33.33	33.33	33.33	33.33	33.33	0.0	33.33	66.67	33.33	0.0	66.67	0.0	0.0	66.67	33.33	33.33	33.33	33.33	33.33
M00873	Fatty acid biosynthesis in mitochondria, animals	Fatty acid metabolism	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	16.67	16.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0.0	33.33	33.33	16.67	33.33	33.33	0.0	16.67	33.33	33.33	33.33	33.33	33.33	16.67
M00874	Fatty acid biosynthesis in mitochondria, fungi	Fatty acid metabolism	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	16.67	16.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0.0	33.33	33.33	16.67	0.0	33.33	0.0	16.67	33.33	33.33	33.33	33.33	33.33	16.67
M00055	N-glycan precursor biosynthesis	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00056	O-glycan biosynthesis, mucin type core	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00065	GPI-anchor biosynthesis, core oligosaccharide	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00072	N-glycosylation by oligosaccharyltransferase	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00073	N-glycan precursor trimming	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00074	N-glycan biosynthesis, high-mannose type	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00075	N-glycan biosynthesis, complex type	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00872	O-glycan biosynthesis, mannose type (core M3)	Glycan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	Glycosaminoglycan metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	Glycosaminoglycan metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	Glycosaminoglycan metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
